title,apr
8/15/2025,20.4763
8/16/2025,20.4618
8/17/2025,20.4561
8/18/2025,20.4615
8/19/2025,20.4603
8/20/2025,20.4613
8/21/2025,20.4822
8/22/2025,20.4834
8/23/2025,20.4865
8/24/2025,20.6797
8/25/2025,20.6792
8/26/2025,20.6764
8/27/2025,20.6916
8/28/2025,20.9414
8/29/2025,20.9446
8/30/2025,20.7092
8/31/2025,20.7094
9/1/2025,21.3756
9/2/2025,21.387
9/3/2025,21.4245
9/4/2025,21.4429
9/5/2025,21.4869
9/6/2025,21.4898
9/7/2025,21.4906
9/8/2025,21.5101
9/9/2025,21.5217
9/10/2025,21.5478
9/11/2025,21.5607
9/12/2025,21.5655
9/13/2025,21.57
9/14/2025,21.6273
9/15/2025,21.6258
9/16/2025,21.6028
9/17/2025,21.6066
9/18/2025,21.6086
9/19/2025,21.6159
9/20/2025,21.6167
9/21/2025,21.6204
9/22/2025,21.6102
9/23/2025,22.2916
9/24/2025,22.2755
9/25/2025,22.2625
9/26/2025,22.3208
9/27/2025,22.3007
9/28/2025,22.3247
9/29/2025,22.3333
9/30/2025,22.3397
10/1/2025,22.3476
10/2/2025,22.2621
10/3/2025,22.2059
10/4/2025,22.1974
10/5/2025,22.2106
10/6/2025,22.2096
10/7/2025,22.191
10/8/2025,22.2038
10/9/2025,22.2316
10/10/2025,22.234
10/11/2025,22.2581
10/12/2025,22.2557
10/13/2025,22.3549
10/14/2025,22.5991
10/15/2025,22.4608
10/16/2025,22.4343
10/17/2025,22.3344
10/18/2025,22.3343
10/19/2025,22.3563
10/20/2025,22.3665
10/21/2025,22.3574
10/22/2025,22.3292
10/23/2025,22.3239
10/24/2025,22.3109
10/25/2025,22.311
10/26/2025,22.323
10/27/2025,22.3194
10/28/2025,22.3212
10/29/2025,22.3378
10/30/2025,22.3426
10/31/2025,22.3403
11/1/2025,22.3438
11/2/2025,22.3846
11/3/2025,22.397
11/4/2025,22.4117
11/5/2025,22.4121
11/6/2025,22.4143
11/7/2025,22.4455
11/8/2025,22.4432
11/9/2025,22.4481
11/10/2025,22.4343
11/11/2025,22.4351
11/12/2025,22.4335
11/13/2025,22.4568
11/14/2025,22.4552
11/15/2025,22.4567
11/16/2025,22.4862
11/17/2025,22.4806
11/18/2025,22.4936
11/19/2025,22.5104
11/20/2025,22.524
11/21/2025,22.5358
11/22/2025,22.5445
11/23/2025,22.5437
11/24/2025,22.5525
11/25/2025,22.5563
11/26/2025,22.5688
11/27/2025,22.5859
11/28/2025,22.5899
11/29/2025,22.7199
11/30/2025,22.7187
12/1/2025,22.7248
12/2/2025,22.7404
12/3/2025,20.8868
12/4/2025,22.7581
12/5/2025,22.9715
12/6/2025,22.442
12/7/2025,22.4645
12/8/2025,22.2104
12/9/2025,23.253
12/10/2025,23.0445
12/11/2025,23.1558
12/12/2025,21.2705
12/13/2025,23.138
12/14/2025,23.4462
12/15/2025,23.3159
12/16/2025,23.4503
12/17/2025,23.0593
12/18/2025,22.0377
12/19/2025,22.0373
